"WYT","Month","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"All","9",0.841301443281697,0.839087730300713,0.841269032941429,0.84090860326721,0.840885676497242,0.840975676764043,0.839958302889904,0.841309569631967
"All","10",0.843199905197385,0.842894120054651,0.842560174060065,0.842538807595635,0.842499939594828,0.842505113484029,0.842168531748309,0.842643649162184
"All","11",0.841231692335054,0.840219615513007,0.841441291878569,0.841837681863083,0.842375647626068,0.842285403895733,0.840600766961141,0.841390853844774
"All","12",0.846025553310667,0.8474963889805,0.846312080491432,0.846258777815169,0.845827511241467,0.845966221773109,0.8468102249214,0.846358498272475
"All","1",0.84887642516611,0.848708314387457,0.849647837080657,0.848668827037177,0.848503698556358,0.848559308830008,0.849691337528532,0.849184954547968
"All","2",0.85470197601031,0.854728511729598,0.854598066611692,0.854890207143539,0.854682058532748,0.854583772010392,0.854795155167854,0.85465658953824
"All","3",0.85411794207558,0.85399914839984,0.854071726051402,0.854039628892287,0.854050856039655,0.854106061489848,0.854507854888877,0.854111039390027
"All","4",0.844046648563128,0.845619105110298,0.845052915356579,0.845740665038532,0.845733074424847,0.846506633742843,0.846681708270638,0.845068749075632
"All","5",0.838921059567944,0.839708151376212,0.839683612115954,0.839697072833527,0.83946037261959,0.840047966619747,0.840136523009511,0.839701274546782
"C","9",0.831472905174632,0.828294287862708,0.830991965979734,0.82956652564821,0.829794400690942,0.829815372244322,0.831422371662951,0.831034464578394
"C","10",0.837515629012225,0.840168179946451,0.837668163222743,0.837594563703554,0.837481064099504,0.837505342651257,0.836498023145693,0.837785590780367
"C","11",0.829870204103292,0.830907667118938,0.830775539367989,0.832244378912391,0.833586420514752,0.833495668383745,0.829501307310116,0.830343575529746
"C","12",0.836542391273328,0.840532346652531,0.836910905223749,0.836670891014269,0.835922398571618,0.836393413634548,0.837313719222002,0.837432799979112
"C","1",0.840428442208085,0.839021202604532,0.843258385352691,0.839319602474618,0.838595077439594,0.838802196339568,0.842207378572407,0.841910077605343
"C","2",0.851129191604169,0.851201036120899,0.85080769531327,0.851952305382953,0.85092368933707,0.850881140333321,0.85078038158855,0.850891273279137
"C","3",0.847609214008735,0.847619528963357,0.847463277750591,0.847557491080999,0.847553853206,0.847706991008931,0.848144499733401,0.847618052579733
"C","4",0.831023062051849,0.83783294460496,0.834894292395022,0.837692513857807,0.837281512230901,0.838464937173585,0.836151914859464,0.834822936265326
"C","5",0.827292913845156,0.829615158467485,0.830342083779936,0.830415186903539,0.830417416386349,0.832151236312249,0.829532438071742,0.830414287298417
