"Year","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
1980,-0.0522903158335076,0.0418322526668061,0.0418322526668061,0,0.0104580631667015,0.0418322526668061,-0.0313741895001046,0
1981,0.0129651238169325,0,0,0.0129651238169325,0,-0.0259302476338649,0,0
1982,0.295896050430979,0.0385951370127364,0.0385951370127364,0.167245593721858,0.488871735494661,0.244435867747331,0.373086324456452,0.463141644152837
1983,0.581894495850425,0.104931794333683,0.104931794333683,0.305256128970715,0.782218830487456,0.772679576457121,0.686826290184108,0.753601068396451
1984,0.393323100537222,0.0863392171910975,0.0863392171910975,0.153491941673062,0.278204144282425,0.709900230237912,0.34535686876439,0.335763622409823
1985,0.129547662744251,0.0539781928101047,0.0539781928101047,0.0431825542480838,-0.0215912771240419,0.712512145093382,0.11875202418223,0
1986,0.0398089171974522,-0.0132696390658174,-0.0132696390658174,-0.066348195329087,0.066348195329087,0.782908704883227,-0.0398089171974522,-0.0530785562632696
1987,0.33478406427854,0.479857158799241,0.479857158799241,0.390581408324964,0.758843879031358,1.57348510210914,-0.256667782613548,-0.0669568128557081
1988,0.175475538709904,0.582578788516881,0.582578788516881,0.596616831613673,0.989682038323858,1.89513581806696,-0.224608689548677,0.175475538709904
1989,-0.426422701193984,0.426422701193984,0.426422701193984,0.550472941541324,0.953636222670181,1.71344394479764,-0.0542719801519615,0.573732361606451
1990,-0.341047503045067,0.182704019488429,0.194884287454324,0.682095006090134,0.828258221680877,1.10840438489647,0.341047503045067,1.44945188794153
1991,0.64822317397847,0.567195277231161,0.567195277231161,1.14596596828337,1.22699386503067,2.72022224794536,0.949183933325616,2.33823359185091
1992,1.0662911175938,1.83080173020823,1.26747812091339,1.87103913087215,2.21305703651544,4.60718237601851,1.19706266975153,2.34382858867317
1993,1.54217762913415,2.73132664437012,1.347082868822,2.09959123002601,2.29468599033816,3.43738387216648,0.975473801560758,1.47714604236343
1994,0.857794916187928,1.40080270716928,0.605965216022665,0.590225859762336,0.605965216022665,1.3299756039978,0.36987487211773,0.314787125206579
1995,-0.121065375302663,0.0259425804219993,0.129712902109997,-0.432376340366655,-0.397786233137323,0.942580421999308,-0.0691802144586648,-0.147007955724663
1996,-0.328529037727851,-0.105977108944468,0.105977108944468,-0.328529037727851,-0.116574819838915,1.18694362017804,-0.180161085205596,0
1997,0.156359940583223,0.0547259792041279,0.0390899851458056,-0.0234539910874834,0.0781799702916113,1.03979360487843,0.062543976233289,0.171995934641545
1998,0.205951281869185,0,0,-0.0213053050209502,-0.0426106100419004,1.00134933598466,0.156238903486968,0.220154818549819
1999,-0.0158566558312852,0.0317133116625704,0.0237849837469278,0.039641639578213,0.0158566558312852,0.880044398636328,0.142709902481567,0.166494886228494
